Company,Product,Type_Name,Inches,Ram,OS,Weight,Price_EUR,Screen,ScreenW,ScreenH,Touch_Screen,IPS_Panel,Retina_Display,CPU_company,CPU_Frequency_GHz,CPU_model,Primary_Storage_GB,Secondary_Storage,Primary_Storage_Type,Secondary_Storage_Type,GPU_company,GPU_model
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.30,1268.00,Quad HD+,3200,1800,No,No,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.60,4,Chrome OS,1.25,389.00,Standard,1366,768,Yes,Yes,No,Intel,1.60,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400
Toshiba,Portege Z30-C-16Z,Notebook,13.30,8,Windows 10,1.20,1535.00,Full HD,1920,1080,No,No,No,Intel,2.40,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,ThinkPad X270,Ultrabook,12.50,8,Windows 10,1.36,1760.00,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire F5-573G-510L,Notebook,15.60,12,Windows 10,2.40,1009.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 950M
Toshiba,Portege X20W-D-10V,Ultrabook,12.50,8,Windows 10,1.10,1790.00,Full HD,1920,1080,Yes,No,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.60,8,Windows 10,2.04,846.50,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 930MX
Dell,Inspiron 3567,Notebook,15.60,4,Linux,2.25,465.62,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430
Dell,Latitude 5580,Notebook,15.60,4,Windows 10,1.90,825.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.60,4,Windows 10,2.04,685.00,Full HD,1920,1080,No,No,No,Intel,2.40,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.30,32,Windows 10,4.42,3149.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Lenovo,IdeaPad 310-15IKB,Notebook,15.60,6,Windows 10,2.40,695.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX
Dell,XPS 13,2 in 1 Convertible,13.30,16,Windows 10,1.22,1899.00,Quad HD+,3200,1800,Yes,No,No,Intel,1.30,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615
Dell,Latitude E7470,Ultrabook,14.00,8,Windows 10,1.50,1962.98,Standard,2560,1440,Yes,No,No,Intel,2.60,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Alienware 17,Gaming,17.30,32,Windows 10,4.42,2800.00,Full HD,1920,1080,No,No,No,Intel,2.60,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Tecra A40-C-1DF,Notebook,14.00,8,Windows 10,1.95,1180.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Asus,Rog Strix,Gaming,17.30,16,Windows 10,2.73,2049.90,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,Probook 450,Notebook,15.60,8,Windows 10,2.04,979.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 930MX
Lenovo,ThinkPad T460,Notebook,14.00,4,Windows 7,1.70,1002.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,508,0,Hybrid,No,Intel,HD Graphics 520
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.60,16,Windows 10,2.30,1799.00,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.70,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GTX 950M
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.60,6,Windows 10,2.04,579.00,Standard,1366,768,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620
Asus,Rog GL753VE-DS74,Gaming,17.30,16,Windows 10,2.99,1749.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
Dell,Inspiron 7579,2 in 1 Convertible,15.60,12,Windows 10,2.19,1299.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Toshiba,Portege Z30-C-1CV,Notebook,13.30,4,Windows 7,1.20,1195.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15ABR,Notebook,15.60,6,Windows 10,2.20,549.00,Full HD,1920,1080,No,No,No,AMD,3.60,A12-Series 9720P,256,0,SSD,No,AMD,Radeon 530
Fujitsu,LifeBook A556,Notebook,15.60,4,Windows 10,2.30,649.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Toshiba,Tecra A40-C-1KF,Notebook,14.00,4,Windows 10,1.75,915.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Dell,Inspiron 3567,Notebook,15.60,4,Windows 10,2.25,599.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430
HP,Probook 450,Notebook,15.60,8,Windows 10,2.04,806.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.60,8,Windows 10,2.50,1189.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 5567,Notebook,15.60,8,Windows 10,2.36,749.00,Standard,1366,768,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445
Dell,Latitude 5480,Notebook,14.00,8,Windows 10,1.60,1119.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620 
HP,EliteBook Folio,Netbook,12.50,8,Windows 10,0.97,1908.00,Full HD,1920,1080,No,No,No,Intel,1.20,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.60,4,Windows 10,2.10,499.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,128,1024,SSD,HDD,AMD,Radeon 520
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.60,4,No OS,1.90,270.62,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500
Lenovo,ThinkPad T560,Notebook,15.60,8,Windows 10,2.30,1349.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5378,2 in 1 Convertible,13.30,8,Windows 10,1.68,889.00,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ZenBook UX310UA-FB485T,Notebook,13.30,8,Windows 10,1.40,1150.00,Quad HD+,3200,1800,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Spectre 13-V111dx,Ultrabook,13.30,8,Windows 10,1.11,1349.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire ES1-533,Notebook,15.60,4,Windows 10,2.40,380.00,Standard,1366,768,No,No,No,Intel,1.10,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505
Asus,Rog GL553VE-DS74,Gaming,15.60,16,Windows 10,2.50,1799.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
HP,EliteBook 840,Ultrabook,14.00,8,Windows 10,1.48,2089.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Acer,Nitro 5,Gaming,15.60,8,Windows 10,2.70,1260.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,ENVY -,Notebook,13.30,8,Windows 10,1.34,1189.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.60,4,Windows 10,2.18,547.00,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
HP,Probook 440,Notebook,14.00,4,Windows 10,1.64,779.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Portege Z30-C-16H,Notebook,13.30,4,Windows 10,1.20,1195.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 840,Notebook,14.00,4,Windows 10,1.48,1099.99,Standard,1366,768,No,No,No,Intel,2.40,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 640,Notebook,14.00,4,Windows 10,1.95,1205.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 1040,Ultrabook,14.00,8,Windows 7,1.43,1449.00,Full HD,1920,1080,No,No,No,Intel,2.60,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 440,Notebook,14.00,8,Windows 10,1.64,1049.26,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
HP,Probook 440,Notebook,14.00,4,Windows 10,1.64,684.00,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 7567,Gaming,15.60,8,Windows 10,2.65,949.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050
HP,EliteBook 820,Ultrabook,12.50,4,Windows 10,1.26,1539.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,Elitebook 840,Notebook,14.00,4,Windows 10,1.48,1590.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Ultrabook,14.00,8,Windows 10,1.54,1887.21,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,Probook 430,Notebook,13.30,4,Windows 10,1.49,800.00,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Portege A30-C-1CZ,Notebook,13.30,8,Windows 10,1.50,1210.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,15.60,4,Windows 10,2.04,769.99,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad P70,Notebook,17.30,16,Windows 7,2.40,2968.00,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.70,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro 3000M
Toshiba,Tecra Z40-C-12Z,Notebook,14.00,8,Windows 10,1.47,1490.00,Full HD,1920,1080,No,Yes,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 1040,Notebook,14.00,8,Windows 10,1.43,2229.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5568,2 in 1 Convertible,15.60,4,Windows 10,2.08,795.99,Full HD,1920,1080,Yes,Yes,No,Intel,2.30,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520
Toshiba,Portégé Z30-C-16K,Ultrabook,13.30,8,Windows 10,1.20,1590.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,Spectre 13-V100nv,Notebook,13.30,8,Windows 10,1.11,1149.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 440,Notebook,14.00,8,Windows 10,1.64,1185.43,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Latitude E5570,Notebook,15.60,8,Windows 10,2.09,1046.44,Full HD,1920,1080,No,No,No,Intel,2.40,Core i5 6300U,500,0,HDD,No,Intel,HD Graphics 520
HP,Elitebook 820,Ultrabook,12.50,4,Windows 10,1.26,1559.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 650,Notebook,14.00,4,Windows 10,2.31,1189.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 640,Notebook,14.00,4,Windows 10,1.95,1060.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.29,1624.00,Quad HD+,3200,1800,Yes,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Probook 470,Notebook,17.30,8,Windows 10,2.63,1080.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
HP,ProBook 440,Notebook,14.00,4,Windows 10,1.64,973.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 3,Notebook,15.60,6,Windows 10,2.10,409.00,Standard,1366,768,No,No,No,AMD,3.00,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5
MSI,GL72M 7RDX,Gaming,17.30,8,Windows 10,2.70,1191.80,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,Probook 640,Notebook,14.00,8,Windows 7,1.95,1195.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 850,Notebook,15.60,8,Windows 10,1.84,1228.99,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 820,Ultrabook,12.50,8,Windows 10,1.26,1349.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,15.60,4,Windows 10,2.04,742.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Tecra Z40-C-136,Ultrabook,14.00,8,Windows 10,1.47,1725.00,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Latitude E5570,Notebook,15.60,8,Windows 7,2.09,1062.95,Full HD,1920,1080,No,No,No,Intel,2.40,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 440,Notebook,14.00,8,Windows 10,1.64,1010.51,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.60,4,Windows 10,1.80,847.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.00,2,Windows 10,1.45,210.80,Standard,1366,768,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400
Toshiba,Tecra A50-C-218,Notebook,15.60,16,Windows 10,2.40,1425.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M
Lenovo,Thinkpad L560,Notebook,15.60,8,Windows 10,2.30,1049.60,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 840,Notebook,14.00,4,Windows 10,1.54,1000.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,EliteBook 850,Notebook,15.60,8,Windows 10,1.84,2103.34,Full HD,1920,1080,No,No,No,Intel,2.40,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520
HP,EliteBook 1040,Notebook,14.00,8,Windows 7,1.43,1469.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
MSI,GT72S Dominator,Gaming,17.30,16,Windows 10,3.78,1545.64,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Lenovo,IdeaPad Y900-17ISK,Gaming,17.30,16,Windows 10,4.60,2289.99,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Asus,Chromebook C202SA,Netbook,11.60,4,Chrome OS,1.20,287.90,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400
Lenovo,ThinkPad X1,Notebook,14.00,16,Windows 7,1.10,2620.00,Standard,2560,1440,No,Yes,No,Intel,2.60,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,Noteb Pav,Notebook,15.60,8,Windows 10,1.91,979.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX
Dell,Inspiron 5578,2 in 1 Convertible,15.60,8,Windows 10,2.30,1094.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.60,4,Windows 10,2.04,979.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,13.30,16,Windows 10,1.20,2254.00,Quad HD+,3200,1800,Yes,No,No,Intel,2.70,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 650,Notebook,15.60,4,Windows 10,2.31,705.15,Standard,1366,768,No,No,No,Intel,2.30,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520
HP,250 G5,Notebook,15.60,4,No OS,1.96,499.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Acer,Aspire ES1-523,Notebook,15.60,8,Windows 10,2.40,449.00,Standard,1366,768,No,No,No,AMD,2.20,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5
Dell,Inspiron 7378,2 in 1 Convertible,13.30,12,Windows 10,1.60,1299.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
MSI,GT62VR 6RD,Gaming,15.60,16,Windows 10,2.94,1819.00,Full HD,1920,1080,No,No,No,Intel,2.60,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,ProBook 450,Notebook,15.60,8,Windows 10,2.04,1070.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Asus,Rog G752VL-GC088D,Gaming,17.30,16,No OS,4.00,998.00,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M
Dell,Inspiron 3567,Notebook,15.60,4,Windows 10,2.25,559.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics
Dell,Inspiron 5567,Notebook,15.60,16,Windows 10,2.32,989.99,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445
MSI,GS63VR 6RF,Gaming,15.60,16,Windows 10,1.80,1929.00,Full HD,1920,1080,No,No,No,Intel,2.60,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.29,1458.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ROG G701VO,Gaming,17.30,64,Windows 10,3.58,3975.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 
Dell,Inspiron 5368,2 in 1 Convertible,13.30,8,Windows 10,1.62,798.01,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Alienware 15,Gaming,15.60,16,Windows 10,3.21,1329.00,4K Ultra HD,3840,2160,No,No,No,Intel,2.60,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M
Apple,"MacBook 12""",Ultrabook,12.00,8,Mac OS X,0.92,1300.00,Standard,2304,1440,No,Yes,Yes,Intel,1.10,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515
Dell,Latitude 3570,Notebook,15.60,4,Windows 10,2.06,481.98,Standard,1366,768,No,No,No,Intel,2.30,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520
HP,ProBook 650,Notebook,15.60,4,Windows 10,2.31,1199.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,EliteBook 820,Ultrabook,12.50,8,Windows 7,1.26,1199.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 430,Notebook,13.30,8,Windows 10,1.49,1090.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad Yoga,Ultrabook,12.50,8,Windows 10,1.30,1713.49,Full HD,1920,1080,Yes,Yes,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 300-17ISK,Notebook,17.30,8,Windows 10,3.00,659.00,Standard,1600,900,No,No,No,Intel,2.30,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330
Lenovo,Ideapad 700-15ISK,Notebook,15.60,4,Windows 10,2.30,977.00,Full HD,1920,1080,No,Yes,No,Intel,2.30,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M
MSI,GT72VR Dominator,Gaming,17.30,16,Windows 10,3.78,2499.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.60,4,Windows 10,2.10,540.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,Probook 650,Notebook,15.60,4,Windows 7,2.31,940.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,Yoga 900S-12ISK,Ultrabook,12.50,8,Windows 10,0.99,1399.00,Standard,2560,1440,Yes,Yes,No,Intel,1.20,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
Lenovo,IdeaPad Y900-17ISK,Gaming,17.30,32,Windows 10,4.60,3240.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M
Lenovo,Yoga Book,2 in 1 Convertible,10.10,4,Windows 10,0.69,646.27,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400
HP,Spectre x360,Ultrabook,13.30,16,Windows 10,1.30,2049.00,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.60,8,Windows 10,2.18,750.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Notebook,14.00,4,Windows 7,1.54,1030.99,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,ZBook 15u,Workstation,15.60,8,Windows 7,1.90,1495.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,256,0,SSD,No,AMD,FirePro W4190M
Lenovo,ThinkPad T460,Notebook,14.00,8,Windows 7,1.70,1199.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520
HP,Chromebook 13,Notebook,13.30,4,Chrome OS,1.29,615.00,Quad HD+,3200,1800,No,No,No,Intel,1.50,Pentium Dual Core 4405Y,32,0,Flash Storage,No,Intel,HD Graphics 515
Acer,Aspire ES1-523,Notebook,15.60,4,Windows 10,2.40,387.00,Standard,1366,768,No,No,No,AMD,2.20,A8-Series 7410,500,0,HDD,No,AMD,Radeon R5
Dell,Inspiron 3552,Notebook,15.60,4,Linux,2.20,393.49,Standard,1366,768,No,No,No,Intel,1.60,Pentium Quad Core N3700,500,0,HDD,No,Intel,HD Graphics
HP,250 G6,Notebook,15.60,4,No OS,1.86,345.99,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
Asus,Rog GL702VM-GC354T,Gaming,17.30,8,Windows 10,2.70,1599.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 5370,Ultrabook,13.30,4,Windows 10,1.40,818.35,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530
HP,Elitebook 820,Netbook,12.50,4,Windows 7,2.40,1599.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Acer,Aspire F5-573G,Notebook,15.60,8,Windows 10,2.40,799.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,1024,SSD,HDD,Nvidia,GeForce GTX 950M
Dell,Inspiron 5567,Notebook,15.60,8,Windows 10,2.36,638.80,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445
